min;id;players;totalRemainingTokens;totalUsedTokens;totalIdeas;totalItems;totalComments;totalIdeasWithBets;playerId;playerRemainingTokens;playerUsedTokens;playerIdeas;playerItems;playerComments;playerVotes;playerTimeSinceAction;playerBestIdeaScore;playerItemUsage;playerIdeaUsage;playerCommentUsage;playercr�ativit�;playerpertinence;playerpersuasion;playeradaptation;rankcr�ativit�;rankpertinence;rankpersuasion;rankadaptation;itemCreationTime;ideaId;ideaOwnerId;ideaCreationTime;ideaDepthMin;ideaDepthMax;ideaItems;ideaComments;PositiveComments;NegativeComments;PositiveProportion;NegativeProportion;NulProportion;ideaVotes;ideaTokens;ideaTokensMax;ideaShortLength;ideaLongLength;ideaParents;ideaParentItems;ideaParentItemsMin;ideaParentItemsMax;ideaParentComments;ideaParentCommentsMin;ideaParentCommentsMax;ideaParentVotes;ideaParentVotesMin;ideaParentVotesMax;ideaParentCreationTimeMin;ideaParentCreationTimeMax;ideaParentItemMean;ideaParentCommentsMean;ideaParentVotesMean;ideaParentCreationTimeMean;ideaHasSameOwnerParent;ideaSameOwnerParents;childrens;commentCreationTime;commentSize;commentRank;voteTokens;voteValence;voteInceptions;voteOutceptions;abstract;ideaGraph
4;41;34;267;73;15;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;41;7;221;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;26;0;2;0;0;0;1;1;1;1;1;1;1151022631;1151022631;0.0;0.5;0.5;5.755113155E8;false;0;0;0;0;0;0;0;0;0;on mettre en place un espace zen (by 401amaury) (id=84): """" +2 by 401amaury (id=13) scores{ cr�ativit� 0.0 pertinence 56.0 persuasion 0.0 adaptation 0.0 ;[]
4;42;34;267;73;15;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;42;20;222;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;22;0;2;0;0;0;1;1;1;1;1;1;1151022631;1151022631;0.0;0.5;0.5;5.755113155E8;false;0;0;0;0;0;0;0;0;0;on mettre en place un espace zen (by 401amaury) (id=84): """" +2 by 401amaury (id=13) scores{ cr�ativit� 0.0 pertinence 56.0 persuasion 0.0 adaptation 0.0 ;[]
4;43;34;267;73;15;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;43;14;224;2;2;0;15;1;0;0.06666666666666667;0.0;0.9333333333333333;13;36;36;44;0;2;0;0;0;0;0;0;0;0;0;1151209117;1151209117;0.0;0.0;0.0;5.756045585E8;false;0;0;0;0;0;0;0;0;0;on mettre en place un espace zen (by 401amaury) (id=84): """" +2 by 401amaury (id=13) scores{ cr�ativit� 0.0 pertinence 56.0 persuasion 0.0 adaptation 0.0 ;[]
4;45;34;267;73;15;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;45;21;234;2;2;0;6;0;0;0.0;0.0;1.0;6;13;13;6;21;2;0;0;0;0;0;0;0;0;0;1151209117;1151209117;0.0;0.0;0.0;5.756045585E8;false;0;0;0;0;0;0;0;0;0;on mettre en place un espace zen (by 401amaury) (id=84): """" +2 by 401amaury (id=13) scores{ cr�ativit� 0.0 pertinence 56.0 persuasion 0.0 adaptation 0.0 ;[]
4;49;34;267;73;15;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;49;3;240;2;2;0;5;0;0;0.0;0.0;1.0;5;13;13;10;51;2;0;0;0;0;0;0;0;0;0;1151209117;1151209117;0.0;0.0;0.0;5.756045585E8;false;0;0;0;0;0;0;0;0;0;on mettre en place un espace zen (by 401amaury) (id=84): """" +2 by 401amaury (id=13) scores{ cr�ativit� 0.0 pertinence 56.0 persuasion 0.0 adaptation 0.0 ;[[49]:[49:3:1:4]:[49:38:1:4]]
4;57;34;267;73;15;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;57;18;253;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;7;23;2;0;0;0;1;1;1;1;1;1;1151022631;1151022631;0.0;0.5;0.5;5.755113155E8;false;0;0;0;0;0;0;0;0;0;on mettre en place un espace zen (by 401amaury) (id=84): """" +2 by 401amaury (id=13) scores{ cr�ativit� 0.0 pertinence 56.0 persuasion 0.0 adaptation 0.0 ;[[57]:[57:18:1:4]:[57:34:1:4]]
4;58;34;267;73;15;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;58;7;254;1;1;0;2;1;0;0.5;0.0;0.5;1;5;5;26;0;2;0;0;0;1;1;1;1;1;1;1151022631;1151022631;0.0;0.5;0.5;5.755113155E8;false;0;0;0;0;0;0;0;0;0;on mettre en place un espace zen (by 401amaury) (id=84): """" +2 by 401amaury (id=13) scores{ cr�ativit� 0.0 pertinence 56.0 persuasion 0.0 adaptation 0.0 ;[[58]:[58:7:1:4]:[58:39:1:4]]
4;63;34;267;73;15;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;63;9;263;2;2;0;4;1;0;0.25;0.0;0.75;3;3;5;7;74;2;0;0;0;0;0;0;0;0;0;1151239854;1151239854;0.0;0.0;0.0;5.75619927E8;false;0;0;0;0;0;0;0;0;0;on mettre en place un espace zen (by 401amaury) (id=84): """" +2 by 401amaury (id=13) scores{ cr�ativit� 0.0 pertinence 56.0 persuasion 0.0 adaptation 0.0 ;[[63]:[63:34:1:4]:[63:9:1:4]]
4;82;34;267;73;15;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;82;29;294;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;7;23;2;0;0;0;1;1;1;1;1;1;1151022631;1151022631;0.0;0.5;0.5;5.755113155E8;false;0;0;0;0;0;0;0;0;0;on mettre en place un espace zen (by 401amaury) (id=84): """" +2 by 401amaury (id=13) scores{ cr�ativit� 0.0 pertinence 56.0 persuasion 0.0 adaptation 0.0 ;[[82]:[82:29:1:4]:[82:36:1:4]]
5;1;34;226;114;19;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0;0;0;0;1;0;0;0.0;0.0;1.0;1;1;1;15;0;0;0;-1;0;0;-1;0;0;-1;0;-1;0;0.0;0.0;0.0;0.0;false;0;11;0;0;0;0;0;0;0;on parrainage (by 401_Melody) (id=112): """" +1 by 401_Melody (id=17) scores{ cr�ativit� 0.0 pertinence 116.0 persuasion 0.0 adaptation 0.0 ;[]
5;34;34;226;114;19;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;34;2;186;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;19;0;2;0;0;0;1;1;1;1;1;1;1151022631;1151022631;0.0;0.5;0.5;5.755113155E8;false;0;5;0;0;0;0;0;0;0;on parrainage (by 401_Melody) (id=112): """" +1 by 401_Melody (id=17) scores{ cr�ativit� 0.0 pertinence 116.0 persuasion 0.0 adaptation 0.0 ;[]
5;36;34;226;114;19;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;36;2;198;1;1;0;1;0;0;0.0;0.0;1.0;1;2;2;24;0;2;0;0;0;1;1;1;1;1;1;1151022631;1151022631;0.0;0.5;0.5;5.755113155E8;false;0;0;0;0;0;0;0;0;0;on parrainage (by 401_Melody) (id=112): """" +1 by 401_Melody (id=17) scores{ cr�ativit� 0.0 pertinence 116.0 persuasion 0.0 adaptation 0.0 ;[]
5;37;34;226;114;19;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;37;2;209;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;23;0;2;0;0;0;1;1;1;1;1;1;1151022631;1151022631;0.0;0.5;0.5;5.755113155E8;false;0;0;0;0;0;0;0;0;0;on parrainage (by 401_Melody) (id=112): """" +1 by 401_Melody (id=17) scores{ cr�ativit� 0.0 pertinence 116.0 persuasion 0.0 adaptation 0.0 ;[]
5;38;34;226;114;19;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;38;2;217;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;26;0;2;0;0;0;1;1;1;1;1;1;1151022631;1151022631;0.0;0.5;0.5;5.755113155E8;false;0;1;0;0;0;0;0;0;0;on parrainage (by 401_Melody) (id=112): """" +1 by 401_Melody (id=17) scores{ cr�ativit� 0.0 pertinence 116.0 persuasion 0.0 adaptation 0.0 ;[]
5;39;34;226;114;19;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;39;13;220;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;6;13;2;0;0;0;1;1;1;1;1;1;1151022631;1151022631;0.0;0.5;0.5;5.755113155E8;false;0;0;0;0;0;0;0;0;0;on parrainage (by 401_Melody) (id=112): """" +1 by 401_Melody (id=17) scores{ cr�ativit� 0.0 pertinence 116.0 persuasion 0.0 adaptation 0.0 ;[]
5;40;34;226;114;19;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;40;19;221;1;1;0;2;0;0;0.0;0.0;1.0;2;4;4;29;0;2;0;0;0;1;1;1;1;1;1;1151022631;1151022631;0.0;0.5;0.5;5.755113155E8;false;0;0;0;0;0;0;0;0;0;on parrainage (by 401_Melody) (id=112): """" +1 by 401_Melody (id=17) scores{ cr�ativit� 0.0 pertinence 116.0 persuasion 0.0 adaptation 0.0 ;[]
5;41;34;226;114;19;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;41;7;221;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;26;0;2;0;0;0;1;1;1;1;1;1;1151022631;1151022631;0.0;0.5;0.5;5.755113155E8;false;0;0;0;0;0;0;0;0;0;on parrainage (by 401_Melody) (id=112): """" +1 by 401_Melody (id=17) scores{ cr�ativit� 0.0 pertinence 116.0 persuasion 0.0 adaptation 0.0 ;[]
5;42;34;226;114;19;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;42;20;222;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;22;0;2;0;0;0;1;1;1;1;1;1;1151022631;1151022631;0.0;0.5;0.5;5.755113155E8;false;0;0;0;0;0;0;0;0;0;on parrainage (by 401_Melody) (id=112): """" +1 by 401_Melody (id=17) scores{ cr�ativit� 0.0 pertinence 116.0 persuasion 0.0 adaptation 0.0 ;[]
5;43;34;226;114;19;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;43;14;224;2;2;0;18;1;0;0.05555555555555555;0.0;0.9444444444444444;16;38;38;44;0;2;0;0;0;0;0;0;0;0;0;1151209117;1151209117;0.0;0.0;0.0;5.756045585E8;false;0;0;0;0;0;0;0;0;0;on parrainage (by 401_Melody) (id=112): """" +1 by 401_Melody (id=17) scores{ cr�ativit� 0.0 pertinence 116.0 persuasion 0.0 adaptation 0.0 ;[]
5;45;34;226;114;19;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;45;21;234;2;2;0;7;0;0;0.0;0.0;1.0;7;17;17;6;21;2;0;0;0;0;0;0;0;0;0;1151209117;1151209117;0.0;0.0;0.0;5.756045585E8;false;0;1;0;0;0;0;0;0;0;on parrainage (by 401_Melody) (id=112): """" +1 by 401_Melody (id=17) scores{ cr�ativit� 0.0 pertinence 116.0 persuasion 0.0 adaptation 0.0 ;[]
5;49;34;226;114;19;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;49;3;240;2;2;0;13;0;0;0.0;0.0;1.0;13;31;31;10;51;2;0;0;0;0;0;0;0;0;0;1151209117;1151209117;0.0;0.0;0.0;5.756045585E8;false;0;1;0;0;0;0;0;0;0;on parrainage (by 401_Melody) (id=112): """" +1 by 401_Melody (id=17) scores{ cr�ativit� 0.0 pertinence 116.0 persuasion 0.0 adaptation 0.0 ;[]
5;57;34;226;114;19;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;57;18;253;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;7;23;2;0;0;0;1;1;1;1;1;1;1151022631;1151022631;0.0;0.5;0.5;5.755113155E8;false;0;0;0;0;0;0;0;0;0;on parrainage (by 401_Melody) (id=112): """" +1 by 401_Melody (id=17) scores{ cr�ativit� 0.0 pertinence 116.0 persuasion 0.0 adaptation 0.0 ;[]
5;58;34;226;114;19;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;58;7;254;1;1;0;4;1;0;0.25;0.0;0.75;3;8;8;26;0;2;0;0;0;1;1;1;1;1;1;1151022631;1151022631;0.0;0.5;0.5;5.755113155E8;false;0;0;0;0;0;0;0;0;0;on parrainage (by 401_Melody) (id=112): """" +1 by 401_Melody (id=17) scores{ cr�ativit� 0.0 pertinence 116.0 persuasion 0.0 adaptation 0.0 ;[]
5;63;34;226;114;19;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;63;9;263;2;2;0;5;1;1;0.2;0.2;0.6000000000000001;3;3;5;7;74;2;0;0;0;0;0;0;0;0;0;1151239854;1151239854;0.0;0.0;0.0;5.75619927E8;false;0;0;0;0;0;0;0;0;0;on parrainage (by 401_Melody) (id=112): """" +1 by 401_Melody (id=17) scores{ cr�ativit� 0.0 pertinence 116.0 persuasion 0.0 adaptation 0.0 ;[]
5;82;34;226;114;19;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;82;29;294;1;1;0;1;0;0;0.0;0.0;1.0;1;1;1;7;23;2;0;0;0;1;1;1;1;1;1;1151022631;1151022631;0.0;0.5;0.5;5.755113155E8;false;0;0;0;0;0;0;0;0;0;on parrainage (by 401_Melody) (id=112): """" +1 by 401_Melody (id=17) scores{ cr�ativit� 0.0 pertinence 116.0 persuasion 0.0 adaptation 0.0 ;[]
5;85;34;226;114;19;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;85;10;300;3;3;0;1;0;0;0.0;0.0;1.0;1;2;2;33;0;2;0;0;0;7;6;7;7;6;7;1151257434;1151257434;0.0;3.5;3.5;5.75628717E8;false;0;0;0;0;0;0;0;0;0;on parrainage (by 401_Melody) (id=112): """" +1 by 401_Melody (id=17) scores{ cr�ativit� 0.0 pertinence 116.0 persuasion 0.0 adaptation 0.0 ;[[85]:[85:10:1:5]:[85:82:1:5]]
5;0;34;259;81;17;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;1;0;0;0.0;0.0;1.0;1;1;1;15;0;0;0;-1;0;0;-1;0;0;-1;0;-1;0;0.0;0.0;0.0;0.0;false;0;11;0;0;0;0;0;0;0;0;on imprimer les emploi du temps des le 1er jour (by 401charlotte) (id=90): """" +-2 by 401charlotte (id=35) scores{ cr�ativit� 0.0 pertinence 55.0 persuasion 0.0 adaptation -1.25 ;[[0]:[0:0:1:5]]
5;2;34;259;81;17;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;36;2;198;1;1;0;0;0;0;0.0;0.0;0.0;0;0;0;24;0;2;0;0;0;1;1;1;1;1;1;1151022631;1151022631;0.0;0.5;0.5;5.755113155E8;false;0;0;0;0;0;0;0;0;0;0;creer un tabac (id=91) items: { }, parents: { 49 } by Marion (id=27) scores{ cr�ativit� 0.0 pertinence 0.0 persuasion 0.0 adaptation 0.0 };[[2]:[2:186:1:5]]
